Transaction ID,Date,Time,Day,Product,Category,Quantity,Unit Price (£),Promotion,Stock Before Sale,Waste Quantity,Staff on Shift,Checkout Wait (mins),Revenue (£),Hours
T00235,10/06/2026,19:30,Wednesday,Tomatoes,Fresh Produce,1,£1.49,No,46,0,7,4.6,£1.49,19
T00236,17/06/2026,08:20,Wednesday,Apples,Fresh Produce,1,£1.52,Yes,53,1,4,4.4,£1.52,8
T00237,28/06/2026,11:05,Sunday,Milk 2L,Dairy,1,£1.55,No,27,0,4,2.8,£1.55,11
T00238,19/08/2026,14:20,Wednesday,Croissants,Bakery,2,£1.99,No,31,0,4,2.4,£3.98,14
T00239,29/06/2026,14:50,Monday,Ice Cream,Frozen,1,£3.36,Yes,3,0,6,1.9,£3.36,14
T00240,05/06/2026,17:30,Friday,Apples,Fresh Produce,2,£1.79,No,45,0,9,4.3,£3.58,17
T00241,18/07/2026,13:20,Saturday,Bottled Water 6pk,Drinks,1,£2.49,No,30,0,6,3.7,£2.49,13
T00242,09/07/2026,21:50,Thursday,Frozen Pizza,Frozen,1,£3.49,No,37,0,7,1.1,£3.49,21
T00243,16/06/2026,16:00,Tuesday,Chocolate Cookies,Bakery,1,£1.44,Yes,36,0,4,3.5,£1.44,16
T00244,20/07/2026,19:05,Monday,Bananas,Fresh Produce,2,£0.95,No,12,2,7,3.7,£1.90,19
T00245,30/07/2026,12:05,Thursday,Ice Cream,Frozen,2,£3.36,Yes,22,0,8,3.8,£6.72,12
T00246,04/07/2026,14:20,Saturday,Orange Juice,Drinks,3,£1.89,No,27,0,6,2.7,£5.67,14
T00247,01/08/2026,14:30,Saturday,Chocolate Cookies,Bakery,1,£1.44,Yes,10,0,6,2.4,£1.44,14
T00248,01/06/2026,10:55,Monday,Bin Bags,Household,2,£2.69,No,8,0,7,1.0,£5.38,10
T00249,12/08/2026,14:25,Wednesday,Apples,Fresh Produce,1,£1.52,Yes,14,0,6,3.0,£1.52,14
T00250,28/06/2026,16:30,Sunday,Chocolate Cookies,Bakery,1,£1.69,No,14,3,6,2.4,£1.69,16
T00251,27/06/2026,16:00,Saturday,Orange Juice,Drinks,3,£1.89,No,18,0,7,1.3,£5.67,16
T00252,17/07/2026,12:40,Friday,Tomatoes,Fresh Produce,1,£1.49,No,13,0,7,3.6,£1.49,12
T00253,13/08/2026,16:55,Thursday,Orange Juice,Drinks,1,£1.61,Yes,13,0,4,4.0,£1.61,16
T00254,11/08/2026,17:55,Tuesday,Tomatoes,Fresh Produce,1,£1.49,No,8,0,8,6.1,£1.49,17
T00255,20/06/2026,18:10,Saturday,Bottled Water 6pk,Drinks,2,£2.12,Yes,56,0,6,4.1,£4.24,18
T00256,23/06/2026,19:40,Tuesday,Croissants,Bakery,1,£1.99,No,11,0,7,4.9,£1.99,19
T00257,05/08/2026,11:00,Wednesday,Frozen Chips,Frozen,1,£2.25,No,7,0,4,3.6,£2.25,11
T00258,23/08/2026,12:45,Sunday,Croissants,Bakery,1,£1.99,No,46,0,8,4.6,£1.99,12
T00259,19/06/2026,14:55,Friday,Tomatoes,Fresh Produce,2,£1.49,No,12,0,5,3.6,£2.98,14
T00260,20/06/2026,17:30,Saturday,Frozen Pizza,Frozen,2,£3.49,No,34,0,9,5.0,£6.98,17
T00261,25/06/2026,14:15,Thursday,Apples,Fresh Produce,1,£1.79,No,35,0,4,4.0,£1.79,14
T00262,03/07/2026,16:05,Friday,Milk 2L,Dairy,2,£1.55,No,38,0,7,1.6,£3.10,16
T00263,13/07/2026,18:15,Monday,Orange Juice,Drinks,2,£1.61,Yes,29,0,7,6.4,£3.22,18
T00264,21/08/2026,20:30,Friday,Frozen Pizza,Frozen,3,£3.49,No,16,0,5,3.0,£10.47,20
T00265,17/06/2026,14:10,Wednesday,Frozen Pizza,Frozen,1,£2.97,Yes,46,0,4,3.2,£2.97,14
T00266,26/07/2026,14:15,Sunday,Croissants,Bakery,1,£1.99,No,54,0,6,2.2,£1.99,14
T00267,18/06/2026,16:10,Thursday,Kitchen Roll,Household,2,£2.80,Yes,11,0,6,2.1,£5.60,16
T00268,28/06/2026,15:40,Sunday,Frozen Pizza,Frozen,4,£3.49,No,49,0,6,2.3,£13.96,15
T00269,24/08/2026,20:30,Monday,Frozen Pizza,Frozen,3,£3.49,No,51,0,7,2.9,£10.47,20
T00270,22/08/2026,20:05,Saturday,Greek Yogurt,Dairy,2,£1.85,No,47,0,7,1.4,£3.70,20
T00271,06/06/2026,12:30,Saturday,Orange Juice,Drinks,2,£1.89,No,5,0,7,6.0,£3.78,12
T00272,02/07/2026,17:20,Thursday,Bottled Water 6pk,Drinks,2,£2.49,No,5,0,8,4.6,£4.98,17
T00273,12/07/2026,15:15,Sunday,Washing Liquid,Household,3,£3.99,No,42,0,4,4.1,£11.97,15
T00274,16/07/2026,11:20,Thursday,Bananas,Fresh Produce,2,£0.95,No,41,1,4,4.3,£1.90,11
T00275,17/06/2026,12:05,Wednesday,Frozen Chips,Frozen,1,£2.25,No,53,0,6,6.3,£2.25,12
T00276,07/07/2026,19:00,Tuesday,Bottled Water 6pk,Drinks,1,£2.49,No,39,0,6,6.5,£2.49,19
T00277,18/06/2026,14:40,Thursday,Washing Liquid,Household,3,£3.99,No,58,0,7,2.2,£11.97,14
T00278,09/06/2026,16:20,Tuesday,Chocolate Cookies,Bakery,3,£1.69,No,58,2,5,4.7,£5.07,16
T00279,02/06/2026,12:15,Tuesday,Croissants,Bakery,1,£1.99,No,16,0,6,5.8,£1.99,12
T00280,02/07/2026,14:15,Thursday,Chocolate Cookies,Bakery,2,£1.69,No,50,2,6,1.3,£3.38,14
T00281,01/07/2026,08:30,Wednesday,Ice Cream,Frozen,1,£3.36,Yes,9,0,6,2.0,£3.36,8
T00282,08/07/2026,14:05,Wednesday,Cola 2L,Drinks,1,£1.75,No,43,0,4,4.1,£1.75,14
T00283,19/06/2026,14:15,Friday,Bin Bags,Household,1,£2.69,No,24,0,6,1.4,£2.69,14
T00284,30/08/2026,13:05,Sunday,Apples,Fresh Produce,1,£1.52,Yes,10,3,8,3.0,£1.52,13
T00285,08/08/2026,18:35,Saturday,Milk 2L,Dairy,1,£1.32,Yes,36,0,7,4.6,£1.32,18
T00286,01/06/2026,18:55,Monday,Apples,Fresh Produce,2,£1.52,Yes,28,0,9,5.5,£3.04,18
T00287,02/06/2026,16:10,Tuesday,Orange Juice,Drinks,3,£1.89,No,50,0,4,2.0,£5.67,16
T00288,13/08/2026,14:05,Thursday,Croissants,Bakery,1,£1.99,No,28,2,4,5.0,£1.99,14
T00289,26/08/2026,12:05,Wednesday,Croissants,Bakery,2,£1.99,No,38,0,6,4.5,£3.98,12
T00290,03/07/2026,14:50,Friday,White Bread,Bakery,2,£1.39,No,8,1,7,1.5,£2.78,14
T00291,03/07/2026,12:50,Friday,Orange Juice,Drinks,2,£1.61,Yes,49,0,9,5.0,£3.22,12
T00292,11/07/2026,13:10,Saturday,Cola 2L,Drinks,3,£1.75,No,30,1,8,5.4,£5.25,13
T00293,23/06/2026,17:20,Tuesday,Cheddar Cheese,Dairy,1,£2.79,No,8,0,7,5.7,£2.79,17
T00294,01/06/2026,13:00,Monday,Bottled Water 6pk,Drinks,1,£2.12,Yes,50,0,7,4.8,£2.12,13
T00295,06/06/2026,10:55,Saturday,Apples,Fresh Produce,1,£1.79,No,18,0,5,2.8,£1.79,10
T00296,31/07/2026,16:10,Friday,Cola 2L,Drinks,2,£1.75,No,45,0,5,3.3,£3.50,16
T00297,16/06/2026,19:30,Tuesday,Bottled Water 6pk,Drinks,2,£2.49,No,22,0,7,5.3,£4.98,19
T00298,12/06/2026,17:55,Friday,Orange Juice,Drinks,2,£1.89,No,57,0,9,2.9,£3.78,17
T00299,22/07/2026,19:50,Wednesday,Bottled Water 6pk,Drinks,1,£2.49,No,35,0,9,3.4,£2.49,19
T00300,26/06/2026,18:45,Friday,Frozen Chips,Frozen,1,£2.25,No,39,0,7,4.9,£2.25,18
T00301,11/08/2026,18:30,Tuesday,Greek Yogurt,Dairy,1,£1.85,No,58,0,7,6.5,£1.85,18
T00302,05/07/2026,20:50,Sunday,Greek Yogurt,Dairy,1,£1.57,Yes,55,0,6,1.4,£1.57,20
T00303,07/06/2026,14:05,Sunday,Milk 2L,Dairy,2,£1.55,No,35,0,5,4.4,£3.10,14
T00304,18/06/2026,12:00,Thursday,Apples,Fresh Produce,2,£1.52,Yes,36,0,8,5.5,£3.04,12
T00305,20/06/2026,18:50,Saturday,Cola 2L,Drinks,1,£1.75,No,41,0,6,5.1,£1.75,18
T00306,18/07/2026,16:55,Saturday,Bin Bags,Household,1,£2.29,Yes,31,0,5,4.0,£2.29,16
T00307,19/07/2026,21:45,Sunday,Bottled Water 6pk,Drinks,1,£2.49,No,23,0,6,1.4,£2.49,21
T00308,21/08/2026,13:55,Friday,Frozen Pizza,Frozen,3,£2.97,Yes,5,0,7,5.7,£8.91,13
T00309,08/06/2026,12:05,Monday,White Bread,Bakery,2,£1.39,No,18,1,9,5.1,£2.78,12
T00310,22/08/2026,11:45,Saturday,Bottled Water 6pk,Drinks,1,£2.49,No,41,0,6,2.5,£2.49,11
T00311,24/08/2026,20:15,Monday,Frozen Pizza,Frozen,3,£3.49,No,37,0,4,4.0,£10.47,20
T00312,20/06/2026,13:25,Saturday,Kitchen Roll,Household,1,£3.29,No,27,0,9,4.8,£3.29,13
T00313,30/07/2026,20:30,Thursday,Bin Bags,Household,2,£2.69,No,16,0,7,1.2,£5.38,20
T00314,03/06/2026,17:20,Wednesday,Ice Cream,Frozen,2,£3.95,No,3,0,7,4.0,£7.90,17
T00315,18/07/2026,17:55,Saturday,Tomatoes,Fresh Produce,1,£1.49,No,59,1,6,5.1,£1.49,17
T00316,24/08/2026,20:50,Monday,Kitchen Roll,Household,1,£3.29,No,55,0,4,4.0,£3.29,20
T00317,27/06/2026,13:05,Saturday,Chocolate Cookies,Bakery,1,£1.44,Yes,36,0,7,6.6,£1.44,13
T00318,28/08/2026,13:40,Friday,White Bread,Bakery,1,£1.39,No,24,0,8,5.0,£1.39,13
T00319,20/07/2026,17:45,Monday,Frozen Pizza,Frozen,3,£3.49,No,32,0,7,3.4,£10.47,17
T00320,18/08/2026,10:50,Tuesday,Bin Bags,Household,1,£2.69,No,51,0,7,1.2,£2.69,10
T00321,29/08/2026,13:35,Saturday,Frozen Pizza,Frozen,1,£3.49,No,53,0,6,3.0,£3.49,13
T00322,09/07/2026,19:15,Thursday,Milk 2L,Dairy,1,£1.55,No,29,0,9,6.2,£1.55,19
T00323,25/07/2026,19:05,Saturday,Frozen Pizza,Frozen,2,£3.49,No,43,1,7,4.5,£6.98,19
T00324,23/08/2026,20:40,Sunday,Croissants,Bakery,2,£1.69,Yes,21,1,7,2.0,£3.38,20
T00325,28/07/2026,14:35,Tuesday,Bin Bags,Household,1,£2.69,No,3,0,5,3.2,£2.69,14
T00326,16/08/2026,11:15,Sunday,Apples,Fresh Produce,2,£1.79,No,24,1,5,3.2,£3.58,11
T00327,06/06/2026,19:00,Saturday,Croissants,Bakery,2,£1.99,No,43,0,9,6.1,£3.98,19
T00328,10/08/2026,19:15,Monday,Croissants,Bakery,1,£1.69,Yes,44,0,7,6.7,£1.69,19
T00329,24/06/2026,19:20,Wednesday,Chocolate Cookies,Bakery,1,£1.44,Yes,40,0,6,5.7,£1.44,19
T00330,10/08/2026,13:25,Monday,Milk 2L,Dairy,1,£1.55,No,16,0,7,4.4,£1.55,13
T00331,23/06/2026,07:00,Tuesday,Bin Bags,Household,2,£2.29,Yes,51,0,4,4.1,£4.58,7
T00332,03/06/2026,19:20,Wednesday,Frozen Pizza,Frozen,1,£2.97,Yes,54,0,9,4.2,£2.97,19
T00333,18/07/2026,18:00,Saturday,Tomatoes,Fresh Produce,1,£1.49,No,10,0,8,3.9,£1.49,18
T00334,19/07/2026,17:10,Sunday,Bananas,Fresh Produce,1,£0.95,No,27,0,9,4.5,£0.95,17
T00335,21/08/2026,17:55,Friday,Frozen Chips,Frozen,4,£2.25,No,48,0,9,5.1,£9.00,17
T00336,16/08/2026,13:30,Sunday,Ice Cream,Frozen,2,£3.95,No,45,0,8,6.1,£7.90,13
T00337,11/06/2026,19:35,Thursday,Washing Liquid,Household,1,£3.39,Yes,11,0,6,4.0,£3.39,19
T00338,23/07/2026,11:05,Thursday,Chocolate Cookies,Bakery,1,£1.69,No,52,1,7,1.6,£1.69,11
T00339,04/07/2026,09:10,Saturday,Greek Yogurt,Dairy,3,£1.85,No,22,0,6,2.3,£5.55,9
T00340,26/06/2026,16:05,Friday,Bottled Water 6pk,Drinks,1,£2.49,No,29,0,4,4.4,£2.49,16
T00341,16/06/2026,21:25,Tuesday,Apples,Fresh Produce,3,£1.52,Yes,58,0,4,4.7,£4.56,21
T00342,12/07/2026,13:40,Sunday,Apples,Fresh Produce,1,£1.79,No,22,0,7,5.5,£1.79,13
T00343,01/07/2026,16:20,Wednesday,Cheddar Cheese,Dairy,1,£2.37,Yes,45,0,7,1.5,£2.37,16
T00344,14/08/2026,07:45,Friday,White Bread,Bakery,2,£1.39,No,48,0,4,4.2,£2.78,7
T00345,12/06/2026,18:30,Friday,Kitchen Roll,Household,1,£3.29,No,38,0,6,4.8,£3.29,18
T00346,10/06/2026,19:55,Wednesday,Bin Bags,Household,3,£2.69,No,60,0,8,5.6,£8.07,19
T00347,10/06/2026,13:20,Wednesday,Chocolate Cookies,Bakery,2,£1.69,No,33,1,9,4.8,£3.38,13
T00348,26/07/2026,18:20,Sunday,Milk 2L,Dairy,1,£1.32,Yes,25,0,7,4.1,£1.32,18
T00349,23/06/2026,14:15,Tuesday,White Bread,Bakery,1,£1.18,Yes,55,0,6,1.4,£1.18,14
T00350,04/07/2026,18:50,Saturday,Bottled Water 6pk,Drinks,1,£2.49,No,44,0,6,4.8,£2.49,18
T00351,13/06/2026,19:50,Saturday,Tomatoes,Fresh Produce,1,£1.49,No,40,0,6,3.8,£1.49,19
T00352,29/07/2026,18:00,Wednesday,Cheddar Cheese,Dairy,1,£2.79,No,40,0,6,4.2,£2.79,18
T00353,27/07/2026,17:30,Monday,Ice Cream,Frozen,1,£3.95,No,30,0,8,2.7,£3.95,17
T00354,02/06/2026,10:15,Tuesday,Greek Yogurt,Dairy,4,£1.57,Yes,46,1,6,1.3,£6.28,10
T00355,26/06/2026,18:00,Friday,Cola 2L,Drinks,1,£1.75,No,10,0,8,4.5,£1.75,18
T00356,07/07/2026,16:05,Tuesday,White Bread,Bakery,2,£1.39,No,34,0,4,2.5,£2.78,16
T00357,22/06/2026,15:00,Monday,Bin Bags,Household,2,£2.29,Yes,10,0,4,3.8,£4.58,15
T00358,01/07/2026,09:10,Wednesday,Greek Yogurt,Dairy,1,£1.85,No,36,0,5,3.9,£1.85,9
T00359,20/06/2026,20:00,Saturday,Croissants,Bakery,1,£1.69,Yes,54,0,6,2.8,£1.69,20
T00360,14/06/2026,18:50,Sunday,Ice Cream,Frozen,1,£3.95,No,36,0,7,5.2,£3.95,18
T00361,02/08/2026,18:25,Sunday,Orange Juice,Drinks,2,£1.61,Yes,39,0,9,4.4,£3.22,18
T00362,02/08/2026,14:40,Sunday,Bottled Water 6pk,Drinks,1,£2.49,No,56,0,4,3.5,£2.49,14
T00363,13/08/2026,13:35,Thursday,Cheddar Cheese,Dairy,1,£2.79,No,60,0,6,5.0,£2.79,13
T00364,25/06/2026,09:30,Thursday,Bananas,Fresh Produce,2,£0.81,Yes,46,1,6,1.3,£1.62,9
T00365,02/06/2026,17:15,Tuesday,Ice Cream,Frozen,2,£3.95,No,29,0,6,5.9,£7.90,17
T00366,11/06/2026,14:40,Thursday,Bananas,Fresh Produce,4,£0.81,Yes,49,0,6,1.4,£3.24,14
T00367,03/06/2026,12:40,Wednesday,Cola 2L,Drinks,2,£1.75,No,9,0,8,4.9,£3.50,12
T00368,08/08/2026,10:40,Saturday,Bottled Water 6pk,Drinks,1,£2.49,No,52,0,6,1.0,£2.49,10
T00369,11/07/2026,08:05,Saturday,Milk 2L,Dairy,4,£1.55,No,6,0,4,3.7,£6.20,8
T00370,29/07/2026,16:55,Wednesday,Washing Liquid,Household,2,£3.39,Yes,52,0,6,1.1,£6.78,16
T00371,28/08/2026,14:35,Friday,Washing Liquid,Household,1,£3.39,Yes,25,0,5,4.3,£3.39,14
T00372,29/06/2026,13:00,Monday,Croissants,Bakery,1,£1.69,Yes,53,0,6,5.7,£1.69,13
T00373,15/06/2026,21:35,Monday,Apples,Fresh Produce,2,£1.52,Yes,11,2,4,4.8,£3.04,21
T00374,03/06/2026,10:10,Wednesday,Washing Liquid,Household,2,£3.99,No,12,0,5,2.5,£7.98,10
T00375,22/08/2026,15:55,Saturday,White Bread,Bakery,2,£1.18,Yes,37,2,5,2.8,£2.36,15
T00376,12/07/2026,21:35,Sunday,Frozen Pizza,Frozen,1,£3.49,No,27,1,4,4.3,£3.49,21
T00377,05/07/2026,19:35,Sunday,Cheddar Cheese,Dairy,1,£2.79,No,9,0,6,3.1,£2.79,19
T00378,17/08/2026,09:55,Monday,Bottled Water 6pk,Drinks,1,£2.49,No,25,0,6,1.9,£2.49,9
T00379,29/06/2026,18:25,Monday,Washing Liquid,Household,1,£3.39,Yes,46,0,7,6.0,£3.39,18
T00380,26/06/2026,16:20,Friday,Frozen Pizza,Frozen,4,£3.49,No,57,0,7,2.9,£13.96,16
T00381,18/08/2026,18:35,Tuesday,Kitchen Roll,Household,2,£3.29,No,12,0,8,4.6,£6.58,18
T00382,30/06/2026,13:30,Tuesday,Croissants,Bakery,2,£1.69,Yes,41,1,7,3.5,£3.38,13
T00383,08/08/2026,14:05,Saturday,Washing Liquid,Household,1,£3.99,No,57,0,4,4.4,£3.99,14
T00384,21/07/2026,12:20,Tuesday,Milk 2L,Dairy,1,£1.55,No,12,0,9,4.1,£1.55,12
T00385,04/06/2026,19:50,Thursday,White Bread,Bakery,1,£1.39,No,24,0,9,6.4,£1.39,19
T00386,27/07/2026,12:05,Monday,Bananas,Fresh Produce,1,£0.95,No,19,0,7,6.0,£0.95,12
T00387,26/06/2026,14:40,Friday,Cheddar Cheese,Dairy,2,£2.37,Yes,34,0,6,3.0,£4.74,14
T00388,11/08/2026,12:25,Tuesday,White Bread,Bakery,1,£1.39,No,35,1,6,4.2,£1.39,12
T00389,30/08/2026,12:00,Sunday,Washing Liquid,Household,1,£3.99,No,43,0,8,5.8,£3.99,12
T00390,12/07/2026,14:55,Sunday,Bin Bags,Household,1,£2.29,Yes,58,0,6,1.4,£2.29,14
T00391,27/07/2026,12:20,Monday,Apples,Fresh Produce,2,£1.52,Yes,6,3,6,4.1,£3.04,12
T00392,30/07/2026,18:15,Thursday,White Bread,Bakery,1,£1.39,No,38,0,7,4.6,£1.39,18
T00393,16/07/2026,08:20,Thursday,Washing Liquid,Household,1,£3.39,Yes,19,0,6,2.3,£3.39,8
T00394,29/07/2026,12:05,Wednesday,Bin Bags,Household,1,£2.29,Yes,16,0,6,4.0,£2.29,12
T00395,09/08/2026,12:00,Sunday,Bananas,Fresh Produce,1,£0.95,No,4,3,7,3.6,£0.95,12
T00396,02/06/2026,19:30,Tuesday,Bananas,Fresh Produce,3,£0.95,No,45,0,9,4.2,£2.85,19
T00397,15/08/2026,07:45,Saturday,Chocolate Cookies,Bakery,1,£1.69,No,30,0,5,3.1,£1.69,7
T00398,11/08/2026,18:10,Tuesday,White Bread,Bakery,2,£1.39,No,12,1,7,5.7,£2.78,18
T00399,15/07/2026,12:15,Wednesday,Croissants,Bakery,3,£1.99,No,17,3,7,3.8,£5.97,12
T00400,01/08/2026,12:35,Saturday,Croissants,Bakery,1,£1.99,No,45,2,6,3.7,£1.99,12
T00401,21/08/2026,17:30,Friday,Frozen Pizza,Frozen,1,£3.49,No,17,0,9,4.9,£3.49,17
T00402,13/08/2026,11:15,Thursday,Milk 2L,Dairy,1,£1.55,No,47,0,7,2.2,£1.55,11
T00403,12/06/2026,09:05,Friday,Cola 2L,Drinks,4,£1.75,No,23,1,7,1.2,£7.00,9
T00404,07/07/2026,07:55,Tuesday,Frozen Pizza,Frozen,3,£3.49,No,39,0,7,2.6,£10.47,7
T00405,26/07/2026,16:05,Sunday,Kitchen Roll,Household,1,£3.29,No,40,0,6,2.4,£3.29,16
T00406,28/07/2026,17:00,Tuesday,Bananas,Fresh Produce,2,£0.95,No,60,0,6,5.8,£1.90,17
T00407,20/07/2026,08:55,Monday,Kitchen Roll,Household,2,£3.29,No,32,0,4,3.4,£6.58,8
T00408,03/07/2026,16:55,Friday,Croissants,Bakery,2,£1.99,No,36,0,4,4.1,£3.98,16
T00409,17/08/2026,13:10,Monday,Tomatoes,Fresh Produce,2,£1.49,No,43,1,9,5.1,£2.98,13
T00410,15/07/2026,14:15,Wednesday,Bin Bags,Household,1,£2.69,No,42,1,7,2.1,£2.69,14
T00411,07/06/2026,07:15,Sunday,Milk 2L,Dairy,1,£1.55,No,38,0,4,3.2,£1.55,7
T00412,14/07/2026,16:10,Tuesday,Greek Yogurt,Dairy,1,£1.85,No,6,0,7,2.7,£1.85,16
T00413,28/07/2026,14:50,Tuesday,Frozen Chips,Frozen,1,£1.91,Yes,53,0,5,3.7,£1.91,14
T00414,19/08/2026,16:30,Wednesday,Greek Yogurt,Dairy,1,£1.85,No,47,0,4,3.0,£1.85,16
T00415,25/08/2026,18:45,Tuesday,Ice Cream,Frozen,4,£3.95,No,6,0,7,5.1,£15.80,18
T00416,07/07/2026,17:55,Tuesday,Frozen Chips,Frozen,1,£2.25,No,32,0,9,4.0,£2.25,17
T00417,20/06/2026,18:45,Saturday,Apples,Fresh Produce,2,£1.52,Yes,38,1,6,4.7,£3.04,18
T00418,10/07/2026,20:50,Friday,Cola 2L,Drinks,1,£1.75,No,3,1,4,4.9,£1.75,20
T00419,19/07/2026,17:00,Sunday,Chocolate Cookies,Bakery,3,£1.69,No,41,0,6,4.9,£5.07,17
T00420,09/06/2026,20:45,Tuesday,Tomatoes,Fresh Produce,1,£1.49,No,55,0,7,1.4,£1.49,20
T00421,27/06/2026,18:50,Saturday,Kitchen Roll,Household,2,£3.29,No,6,0,7,5.9,£6.58,18
T00422,28/06/2026,07:40,Sunday,Apples,Fresh Produce,1,£1.79,No,7,0,5,4.2,£1.79,7
T00423,27/07/2026,14:35,Monday,Orange Juice,Drinks,2,£1.89,No,42,0,5,3.6,£3.78,14
T00424,24/08/2026,17:50,Monday,Milk 2L,Dairy,2,£1.55,No,60,0,9,4.2,£3.10,17
T00425,12/08/2026,08:40,Wednesday,Frozen Pizza,Frozen,1,£2.97,Yes,3,0,7,2.2,£2.97,8
T00426,17/06/2026,13:30,Wednesday,Cola 2L,Drinks,4,£1.75,No,47,0,6,2.9,£7.00,13
T00427,26/08/2026,12:20,Wednesday,Cola 2L,Drinks,2,£1.75,No,4,0,8,5.4,£3.50,12
T00428,31/07/2026,13:45,Friday,Bottled Water 6pk,Drinks,2,£2.12,Yes,57,0,9,3.3,£4.24,13
T00429,12/07/2026,19:55,Sunday,Kitchen Roll,Household,1,£3.29,No,19,0,9,4.9,£3.29,19
T00430,08/06/2026,12:55,Monday,Orange Juice,Drinks,3,£1.89,No,30,0,6,4.1,£5.67,12
T00431,27/07/2026,18:50,Monday,Orange Juice,Drinks,2,£1.89,No,13,0,8,5.4,£3.78,18
T00432,02/08/2026,16:20,Sunday,Greek Yogurt,Dairy,1,£1.85,No,26,0,4,4.2,£1.85,16
T00433,01/08/2026,15:10,Saturday,Apples,Fresh Produce,1,£1.52,Yes,27,0,7,2.6,£1.52,15
T00434,09/08/2026,09:20,Sunday,Orange Juice,Drinks,1,£1.89,No,43,1,6,2.8,£1.89,9
T00435,27/07/2026,15:45,Monday,Frozen Chips,Frozen,1,£2.25,No,11,1,7,2.6,£2.25,15
T00436,04/06/2026,10:10,Thursday,Washing Liquid,Household,1,£3.99,No,45,0,6,1.9,£3.99,10
T00437,01/07/2026,20:40,Wednesday,Tomatoes,Fresh Produce,2,£1.49,No,49,0,5,3.4,£2.98,20
T00438,10/06/2026,12:40,Wednesday,Frozen Pizza,Frozen,1,£3.49,No,14,0,8,4.0,£3.49,12
T00439,21/08/2026,18:05,Friday,Bananas,Fresh Produce,1,£0.95,No,15,1,9,3.0,£0.95,18
T00440,06/08/2026,17:15,Thursday,Bottled Water 6pk,Drinks,2,£2.49,No,57,0,9,4.8,£4.98,17
T00441,12/07/2026,08:35,Sunday,Bananas,Fresh Produce,1,£0.95,No,45,1,7,2.1,£0.95,8
T00442,30/06/2026,18:25,Tuesday,Greek Yogurt,Dairy,2,£1.85,No,8,0,7,5.0,£3.70,18
T00443,24/07/2026,16:45,Friday,Chocolate Cookies,Bakery,2,£1.69,No,22,0,4,4.1,£3.38,16
T00444,25/07/2026,14:25,Saturday,Ice Cream,Frozen,2,£3.95,No,35,0,7,2.1,£7.90,14
T00445,27/06/2026,18:55,Saturday,Orange Juice,Drinks,1,£1.89,No,11,0,6,5.8,£1.89,18
T00446,22/07/2026,18:55,Wednesday,Orange Juice,Drinks,1,£1.89,No,55,0,7,4.0,£1.89,18
T00447,23/06/2026,13:20,Tuesday,Milk 2L,Dairy,2,£1.55,No,28,0,7,4.1,£3.10,13
T00448,21/06/2026,18:40,Sunday,Frozen Pizza,Frozen,1,£2.97,Yes,43,0,8,5.1,£2.97,18
T00449,25/08/2026,13:50,Tuesday,Orange Juice,Drinks,1,£1.89,No,45,0,6,4.7,£1.89,13
T00450,03/07/2026,19:45,Friday,Orange Juice,Drinks,2,£1.89,No,45,0,8,4.7,£3.78,19
T00451,26/07/2026,17:05,Sunday,Apples,Fresh Produce,1,£1.79,No,28,0,6,4.7,£1.79,17
T00452,18/06/2026,19:10,Thursday,Apples,Fresh Produce,1,£1.79,No,53,0,8,6.3,£1.79,19
T00453,12/08/2026,17:00,Wednesday,Kitchen Roll,Household,1,£2.80,Yes,16,0,9,5.1,£2.80,17
T00454,16/08/2026,16:55,Sunday,Orange Juice,Drinks,1,£1.89,No,6,0,4,2.9,£1.89,16
T00455,07/08/2026,12:15,Friday,Croissants,Bakery,1,£1.99,No,25,0,7,4.4,£1.99,12
T00456,05/06/2026,17:10,Friday,Milk 2L,Dairy,1,£1.55,No,60,0,8,5.2,£1.55,17
T00457,12/07/2026,10:15,Sunday,Croissants,Bakery,3,£1.99,No,23,0,4,4.5,£5.97,10
T00458,05/06/2026,14:45,Friday,Chocolate Cookies,Bakery,1,£1.69,No,43,0,6,2.3,£1.69,14
T00459,08/08/2026,19:15,Saturday,Chocolate Cookies,Bakery,2,£1.44,Yes,44,1,8,3.4,£2.88,19
T00460,28/06/2026,13:05,Sunday,Frozen Chips,Frozen,2,£1.91,Yes,44,0,8,2.7,£3.82,13
T00461,06/08/2026,15:00,Thursday,Frozen Pizza,Frozen,2,£3.49,No,13,0,6,2.3,£6.98,15
T00462,30/06/2026,16:20,Tuesday,Bottled Water 6pk,Drinks,1,£2.49,No,57,0,7,1.3,£2.49,16
T00463,18/07/2026,17:50,Saturday,Milk 2L,Dairy,3,£1.55,No,23,0,9,5.2,£4.65,17
T00464,27/06/2026,09:20,Saturday,Greek Yogurt,Dairy,2,£1.85,No,40,0,5,5.2,£3.70,9
T00465,12/06/2026,21:30,Friday,Apples,Fresh Produce,1,£1.79,No,49,2,7,2.4,£1.79,21
T00466,17/07/2026,16:00,Friday,Washing Liquid,Household,3,£3.99,No,16,0,4,3.3,£11.97,16
T00467,10/06/2026,12:00,Wednesday,Washing Liquid,Household,1,£3.99,No,14,0,8,4.7,£3.99,12
T00468,11/08/2026,17:50,Tuesday,Frozen Pizza,Frozen,3,£3.49,No,38,0,7,5.6,£10.47,17
T00469,13/06/2026,19:25,Saturday,Milk 2L,Dairy,1,£1.32,Yes,3,0,8,3.1,£1.32,19
